Open,High,Low,Close,Volume,Open Time,Close Time,Crypto
3.279695316716936,3.3400667648781397,3.0603062853727327,3.0820730365725466,252124364647.13843,2025-08-14 00:00:00,2025-08-15 00:00:00,XRP
3.085974595993954,3.129180687968385,3.0331740556044866,3.0981535122821406,220350071202.451,2025-08-15 00:00:00,2025-08-16 00:00:00,XRP
3.077994496413232,3.138896097851856,3.077994496413232,3.107048682148378,141607932184.85666,2025-08-16 00:00:00,2025-08-17 00:00:00,XRP
3.1071822177457036,3.1353717447405445,3.096366332606467,3.111156763735718,84934221536.62054,2025-08-17 00:00:00,2025-08-18 00:00:00,XRP
3.093706595371064,3.093706595371064,2.9644625900016632,3.0729126742643746,142143983034.4254,2025-08-18 00:00:00,2025-08-19 00:00:00,XRP
3.0632481501001867,3.064692125493376,2.8928527810909945,2.8928527810909945,156083255408.65607,2025-08-19 00:00:00,2025-08-20 00:00:00,XRP
2.8587967541266495,2.9718366956842726,2.8449349747666735,2.969895131715341,165789800282.21518,2025-08-20 00:00:00,2025-08-21 00:00:00,XRP
2.9519099360463503,2.9519099360463503,2.8676168828853648,2.8722890877492717,133256555667.68878,2025-08-21 00:00:00,2025-08-22 00:00:00,XRP
2.8498230079250755,3.088263805822388,2.809527874846557,3.0810554014969576,145205220053.22348,2025-08-22 00:00:00,2025-08-23 00:00:00,XRP
3.0732747821154365,3.0732747821154365,2.9912652074381962,3.0435107724375783,199820926812.64288,2025-08-23 00:00:00,2025-08-24 00:00:00,XRP
3.0458254666203546,3.106349617690455,3.007550358891701,3.0330923957907583,92687094051.73077,2025-08-24 00:00:00,2025-08-25 00:00:00,XRP
3.0246639375516806,3.0429933592451093,2.8453944138383345,2.8635472161325124,157884431928.68616,2025-08-25 00:00:00,2025-08-26 00:00:00,XRP
2.862667277824852,3.050298214821712,2.859716722267589,3.0126624535945052,160475854023.6105,2025-08-26 00:00:00,2025-08-27 00:00:00,XRP
3.011834539503525,3.0327048583135383,2.9836562048801443,2.9836562048801443,151850833496.35034,2025-08-27 00:00:00,2025-08-28 00:00:00,XRP
2.9671217194399038,3.0234103255474283,2.951525336236561,2.9675887294113106,151373528520.25055,2025-08-28 00:00:00,2025-08-29 00:00:00,XRP
2.965716112011266,2.965716112011266,2.790618457673305,2.8057805553336803,156268987270.37463,2025-08-29 00:00:00,2025-08-30 00:00:00,XRP
2.823231531748928,2.8318061126468868,2.7842518272098826,2.809042309501687,145965161720.58807,2025-08-30 00:00:00,2025-08-31 00:00:00,XRP
2.8166293700860887,2.862245656166815,2.8013906926585856,2.8013906926585856,75861269179.54755,2025-08-31 00:00:00,2025-09-01 00:00:00,XRP
2.776712609891609,2.8184187861968684,2.718617068588048,2.7458815448295226,143421304230.36008,2025-09-01 00:00:00,2025-09-02 00:00:00,XRP
2.7550273031162793,2.8504051706289184,2.7550273031162793,2.8504051706289184,174964604132.6832,2025-09-02 00:00:00,2025-09-03 00:00:00,XRP
2.861352340590463,2.8742624055234014,2.8173482928986306,2.8434941824008884,153777593376.4883,2025-09-03 00:00:00,2025-09-04 00:00:00,XRP
2.844747699582196,2.8550333434131243,2.7893704800320824,2.818768186053044,102701625663.48625,2025-09-04 00:00:00,2025-09-05 00:00:00,XRP
2.795728183174699,2.880813992223964,2.783241334750151,2.8195485579256365,128466942674.6493,2025-09-05 00:00:00,2025-09-06 00:00:00,XRP
2.8161535364878607,2.8269665497729783,2.7944599962508545,2.8057701742324084,108646778469.7965,2025-09-06 00:00:00,2025-09-07 00:00:00,XRP
2.810946259612996,2.897800984249399,2.810946259612996,2.8771210470190915,52805567889.81024,2025-09-07 00:00:00,2025-09-08 00:00:00,XRP
2.877140734670126,2.9860430251362224,2.871507000361893,2.97579981552385,122364505946.96706,2025-09-08 00:00:00,2025-09-09 00:00:00,XRP
2.9693752178894965,3.022182985466211,2.937146720072272,2.949302683303907,148418333703.02652,2025-09-09 00:00:00,2025-09-10 00:00:00,XRP
2.9471108577338887,3.0115567395239293,2.9411518915058164,2.9796885669106454,114275360119.84361,2025-09-10 00:00:00,2025-09-11 00:00:00,XRP
2.9831038118113136,3.0277998571045766,2.9831038118113136,3.0277998571045766,110775460988.05402,2025-09-11 00:00:00,2025-09-12 00:00:00,XRP
3.042189592870322,3.124190272110963,3.0316590708193423,3.1130861054559698,138078390139.8736,2025-09-12 00:00:00,2025-09-13 00:00:00,XRP
3.1075619727179338,3.1772323017390094,3.0986685196133577,3.12112104399503,139881675159.60358,2025-09-13 00:00:00,2025-09-14 00:00:00,XRP
3.1214184511096983,3.1229348793588625,3.015191392607987,3.0517682516816107,119364907039.44975,2025-09-14 00:00:00,2025-09-15 00:00:00,XRP
3.0299286982331193,3.065193696683322,2.9621194750748994,2.9909563489628628,130276325958.92442,2025-09-15 00:00:00,2025-09-16 00:00:00,XRP
2.9964813590357604,3.054439135802766,2.977420546452202,3.0505412662354265,123790619746.62527,2025-09-16 00:00:00,2025-09-17 00:00:00,XRP
3.0379789729451816,3.0908959996859107,2.9957710455216464,3.0908959996859107,108963627898.7515,2025-09-17 00:00:00,2025-09-18 00:00:00,XRP
3.083983468328553,3.1348920263053586,3.0714776291946677,3.0742632937563172,173675866198.72055,2025-09-18 00:00:00,2025-09-19 00:00:00,XRP
3.0758973086582895,3.083527873714656,2.9897519414008467,2.9950422423535223,134754637468.30699,2025-09-19 00:00:00,2025-09-20 00:00:00,XRP
2.990897900740012,3.0082832034724203,2.975636493308759,2.983286093232563,89966654491.58514,2025-09-20 00:00:00,2025-09-21 00:00:00,XRP
2.9789727023626758,3.0078033877177406,2.966062114358028,2.992660085807927,74642527699.9835,2025-09-21 00:00:00,2025-09-22 00:00:00,XRP
2.971498698499136,2.971498698499136,2.8069239846538108,2.8470949579832725,164041981055.87027,2025-09-22 00:00:00,2025-09-23 00:00:00,XRP
2.851139194678168,2.8894297317347117,2.814240032441423,2.836549088396772,156660077519.0173,2025-09-23 00:00:00,2025-09-24 00:00:00,XRP
2.8290556379505225,2.9821958126062302,2.8143820728665707,2.942442998567922,128810143318.72253,2025-09-24 00:00:00,2025-09-25 00:00:00,XRP
2.9278803930811144,2.9278803930811144,2.7471146189365236,2.755605471157481,174800952486.67303,2025-09-25 00:00:00,2025-09-26 00:00:00,XRP
2.7391226387021668,2.804341292580986,2.7080527204420974,2.7845461896627617,210771634506.66315,2025-09-26 00:00:00,2025-09-27 00:00:00,XRP
2.78626651562758,2.8231002882205676,2.7729897546550544,2.8231002882205676,125239567133.00673,2025-09-27 00:00:00,2025-09-28 00:00:00,XRP
2.8060952172429454,2.8597942244694696,2.7720700161186116,2.8597942244694696,68642615823.96476,2025-09-28 00:00:00,2025-09-29 00:00:00,XRP
2.864956739306865,2.911919440275713,2.8507731847534887,2.8894341915933928,96450060339.52013,2025-09-29 00:00:00,2025-09-30 00:00:00,XRP
2.8820677870561946,2.9019174624925834,2.8247487546616554,2.8455510259441548,115095456286.70651,2025-09-30 00:00:00,2025-10-01 00:00:00,XRP
2.8461126408803876,2.957364775162946,2.8184070572022257,2.9317601781753084,135618578034.12546,2025-10-01 00:00:00,2025-10-02 00:00:00,XRP
2.94479751207665,3.0937380033357362,2.9444156781809916,3.036917219026823,146658132069.69702,2025-10-02 00:00:00,2025-10-03 00:00:00,XRP
3.0371524340279654,3.0781512709752525,3.0098403980388446,3.0493408534596607,174044483329.26013,2025-10-03 00:00:00,2025-10-04 00:00:00,XRP
3.0420483759329757,3.0438245321350137,2.943691820777977,2.971030591620178,131355909284.24605,2025-10-04 00:00:00,2025-10-05 00:00:00,XRP
2.9693592464231773,3.0638625830748554,2.9538628847425668,2.9664216973242152,110723424536.69608,2025-10-05 00:00:00,2025-10-06 00:00:00,XRP
2.970720012302302,3.0450500732368537,2.960630728911073,2.999507719640694,127343435571.37744,2025-10-06 00:00:00,2025-10-07 00:00:00,XRP
2.991602626695257,2.9949338881331236,2.8634309898416106,2.8677915554158746,156719667262.7878,2025-10-07 00:00:00,2025-10-08 00:00:00,XRP
2.857057632365177,2.92105840901585,2.8491139122399103,2.8984506050563272,150974346910.73712,2025-10-08 00:00:00,2025-10-09 00:00:00,XRP
2.8805684212620997,2.8805684212620997,2.783410411303386,2.813738740752755,115874280547.46886,2025-10-09 00:00:00,2025-10-10 00:00:00,XRP
2.804023342938806,2.8266501477125963,2.3369064037493934,2.3369064037493934,140490250092.82867,2025-10-10 00:00:00,2025-10-11 00:00:00,XRP
2.3700592846898307,2.4864371461555663,2.3548819498574995,2.3987534505424426,420530994945.51404,2025-10-11 00:00:00,2025-10-12 00:00:00,XRP
2.383913598572311,2.572812081392606,2.323690147149236,2.534741970801524,207173452417.90027,2025-10-12 00:00:00,2025-10-13 00:00:00,XRP
2.5312630934147733,2.641860354019502,2.5312630934147733,2.612679353553295,233051321305.88174,2025-10-13 00:00:00,2025-10-14 00:00:00,XRP
2.60498951616126,2.605718537513071,2.4263532556398815,2.4967417302858257,188805023954.4749,2025-10-14 00:00:00,2025-10-15 00:00:00,XRP
2.5061812994119887,2.520326430541035,2.3964526982269914,2.405261908032709,145596091278.32806,2025-10-15 00:00:00,2025-10-16 00:00:00,XRP
2.4107851679488945,2.459273068906556,2.296645513175031,2.307274912354699,132106609471.1483,2025-10-16 00:00:00,2025-10-17 00:00:00,XRP
2.327078891793293,2.3607568269545505,2.213649640618914,2.3163218217995607,182666098755.382,2025-10-17 00:00:00,2025-10-18 00:00:00,XRP
2.2957327819062083,2.3779554742067193,2.2957327819062083,2.3598569362847606,113432293532.2399,2025-10-18 00:00:00,2025-10-19 00:00:00,XRP
2.3596315316088416,2.4098272043022395,2.333463494252547,2.4034189367813816,61015622740.15266,2025-10-19 00:00:00,2025-10-20 00:00:00,XRP
2.3903460185450642,2.533592927682895,2.3726885191124185,2.5008475873885945,85238826489.61456,2025-10-20 00:00:00,2025-10-21 00:00:00,XRP
2.494574251694319,2.5217514072565588,2.409026546249144,2.443329019968189,105668377672.18895,2025-10-21 00:00:00,2025-10-22 00:00:00,XRP
2.4235930180546776,2.4363105362202653,2.338580514667147,2.338580514667147,108536175697.3142,2025-10-22 00:00:00,2025-10-23 00:00:00,XRP
2.3637245370123927,2.421638237104194,2.3637245370123927,2.39603245970472,87297934187.04332,2025-10-23 00:00:00,2025-10-24 00:00:00,XRP
2.3942046738111324,2.51079219492705,2.392720374368063,2.51079219492705,80173046199.76738,2025-10-24 00:00:00,2025-10-25 00:00:00,XRP
2.508279461558719,2.6409028930555754,2.508279461558719,2.600243505805044,95333771685.37935,2025-10-25 00:00:00,2025-10-26 00:00:00,XRP
2.5952603071088585,2.6530367220706297,2.5952603071088585,2.6530367220706297,76105932632.06953,2025-10-26 00:00:00,2025-10-27 00:00:00,XRP
2.645881508384711,2.689504285365585,2.612622660101375,2.637370203146238,97234529714.80188,2025-10-27 00:00:00,2025-10-28 00:00:00,XRP
2.6352743169545323,2.6696439364323807,2.597648506778017,2.6119998203093835,108251684799.0125,2025-10-28 00:00:00,2025-10-29 00:00:00,XRP
2.607884184498703,2.632844580139986,2.607884184498703,2.6309120061632796,51929189448.66379,2025-10-29 00:00:00,,XRP
