"date","open","high","low","close","volume","fear_greed_value","classification"
2020-01-03,6965.49000000,7405.00000000,6871.04000000,7344.96000000,68428.5004510000,38,Fear
2020-01-04,7345.00000000,7404.00000000,7272.21000000,7354.11000000,29987.9749770000,38,Fear
2020-01-05,7354.19000000,7495.00000000,7318.00000000,7358.75000000,38331.0856040000,39,Fear
2020-01-06,7357.64000000,7795.34000000,7346.76000000,7758.00000000,54635.6953160000,41,Fear
2020-01-07,7758.90000000,8207.68000000,7723.71000000,8145.28000000,91171.6846610000,40,Fear
2020-01-08,8145.92000000,8455.00000000,7870.00000000,8055.98000000,112622.6426400000,51,Neutral
2020-01-09,8054.72000000,8055.96000000,7750.00000000,7817.76000000,64239.5198300000,44,Fear
2020-01-10,7817.74000000,8199.00000000,7672.00000000,8197.02000000,82406.7774480000,41,Fear
2020-01-11,8198.86000000,8286.34000000,8003.16000000,8020.01000000,54810.0326670000,50,Neutral
2020-01-12,8020.01000000,8197.00000000,7960.00000000,8184.98000000,38131.4943360000,45,Fear
2020-01-13,8184.97000000,8196.00000000,8055.89000000,8110.34000000,31159.7556830000,49,Neutral
2020-01-14,8110.34000000,8880.00000000,8105.54000000,8810.01000000,120399.1267420000,56,Greed
2020-01-15,8814.64000000,8916.48000000,8564.00000000,8821.41000000,84816.2976060000,54,Neutral
2020-01-16,8820.01000000,8859.81000000,8586.00000000,8720.01000000,51991.0742840000,55,Greed
2020-01-17,8720.15000000,9041.65000000,8672.44000000,8913.28000000,70897.7373770000,54,Neutral
2020-01-18,8913.27000000,8988.88000000,8806.38000000,8915.96000000,38294.7465450000,51,Neutral
2020-01-19,8915.09000000,9198.98000000,8466.00000000,8701.70000000,70676.8892590000,53,Neutral
2020-01-20,8701.72000000,8746.99000000,8521.28000000,8642.35000000,38896.6397460000,48,Neutral
2020-01-21,8642.35000000,8789.00000000,8488.00000000,8736.03000000,36494.6876590000,49,Neutral
2020-01-22,8736.04000000,8818.00000000,8590.00000000,8682.36000000,29080.5571380000,52,Neutral
2020-01-23,8682.77000000,8691.81000000,8306.39000000,8404.52000000,48165.9445970000,49,Neutral
2020-01-24,8404.52000000,8528.02000000,8238.00000000,8439.00000000,41687.5295290000,40,Fear
2020-01-25,8438.99000000,8451.26000000,8254.90000000,8340.58000000,25521.1579320000,41,Fear
2020-01-26,8340.01000000,8618.13000000,8293.66000000,8615.00000000,31130.4851640000,42,Fear
2020-01-27,8614.39000000,9000.00000000,8535.00000000,8907.57000000,53973.5429960000,50,Neutral
2020-01-28,8907.57000000,9400.00000000,8862.40000000,9374.21000000,74584.8537650000,54,Neutral
2020-01-29,9375.34000000,9449.24000000,9216.00000000,9301.53000000,53864.0651220000,57,Greed
2020-01-30,9301.57000000,9578.00000000,9204.44000000,9513.21000000,60626.7442590000,57,Greed
2020-01-31,9511.52000000,9530.22000000,9210.01000000,9352.89000000,45552.0223520000,55,Greed
2020-02-01,9351.71000000,9464.53000000,9281.00000000,9384.61000000,28578.0673540000,57,Greed
2020-02-02,9384.41000000,9477.03000000,9120.00000000,9331.51000000,45690.9125400000,57,Greed
2020-02-03,9331.59000000,9618.79000000,9234.00000000,9292.24000000,50892.1334510000,59,Greed
2020-02-04,9291.35000000,9350.00000000,9093.01000000,9197.02000000,53308.1752660000,56,Greed
2020-02-05,9197.02000000,9744.45000000,9177.22000000,9612.04000000,64870.4156150000,53,Neutral
2020-02-06,9612.03000000,9862.57000000,9526.35000000,9772.00000000,64949.7065880000,61,Greed
2020-02-07,9772.00000000,9885.00000000,9730.00000000,9813.73000000,43966.1146320000,56,Greed
2020-02-08,9813.87000000,9940.00000000,9667.11000000,9895.05000000,43600.8436660000,56,Greed
2020-02-09,9895.04000000,10166.00000000,9880.75000000,10151.75000000,43408.4756160000,56,Greed
2020-02-10,10151.72000000,10188.00000000,9756.00000000,9851.83000000,59573.0846190000,57,Greed
2020-02-11,9851.74000000,10323.59000000,9700.00000000,10223.08000000,62422.3952240000,52,Neutral
2020-02-12,10223.08000000,10450.00000000,10223.08000000,10326.46000000,61008.0639300000,61,Greed
2020-02-13,10325.33000000,10500.00000000,10080.00000000,10229.63000000,79344.3587590000,65,Greed
2020-02-14,10227.78000000,10381.56000000,10111.37000000,10344.36000000,47038.4801730000,63,Greed
2020-02-15,10344.36000000,10375.00000000,9801.00000000,9904.72000000,57657.2029470000,64,Greed
2020-02-16,9904.46000000,10050.00000000,9638.12000000,9917.27000000,60023.9995370000,59,Greed
2020-02-17,9910.70000000,9964.16000000,9452.67000000,9706.00000000,70261.0119010000,49,Neutral
2020-02-18,9706.00000000,10250.00000000,9576.01000000,10164.71000000,70604.1240190000,53,Neutral
2020-02-19,10164.78000000,10250.00000000,9350.00000000,9593.79000000,55162.5868950000,50,Neutral
2020-02-20,9594.65000000,9699.00000000,9400.00000000,9596.42000000,60152.3429140000,44,Fear
2020-02-21,9597.21000000,9755.51000000,9550.21000000,9677.05000000,42181.5545240000,44,Fear
2020-02-22,9677.05000000,9709.17000000,9560.02000000,9650.86000000,24636.7576230000,43,Fear
2020-02-23,9650.85000000,9990.00000000,9645.00000000,9936.40000000,37702.0898430000,46,Fear
2020-02-24,9936.40000000,9990.00000000,9473.56000000,9656.13000000,55796.5961200000,46,Fear
2020-02-25,9655.52000000,9675.00000000,9250.00000000,9315.84000000,54379.3445520000,44,Fear
2020-02-26,9316.48000000,9377.44000000,8633.63000000,8785.25000000,92130.3454820000,41,Fear
2020-02-27,8786.00000000,8971.77000000,8531.00000000,8823.21000000,72483.5787620000,39,Fear
2020-02-28,8823.25000000,8900.00000000,8445.00000000,8692.91000000,71155.2089770000,40,Fear
2020-02-29,8690.80000000,8790.00000000,8523.55000000,8523.61000000,36748.1830350000,38,Fear
2020-03-01,8523.61000000,8750.00000000,8411.00000000,8531.88000000,43892.2017790000,39,Fear
2020-03-02,8530.30000000,8965.75000000,8498.00000000,8915.24000000,60401.3177300000,38,Fear
2020-03-03,8911.18000000,8919.65000000,8651.00000000,8760.07000000,55154.9972820000,38,Fear
2020-03-04,8760.07000000,8848.29000000,8660.00000000,8750.87000000,38696.4825780000,40,Fear
2020-03-05,8750.99000000,9159.42000000,8746.54000000,9054.68000000,58201.8663550000,41,Fear
2020-03-06,9054.64000000,9170.00000000,8985.50000000,9131.88000000,43782.9480440000,39,Fear
2020-03-07,9130.89000000,9188.00000000,8835.00000000,8886.66000000,45422.2045250000,38,Fear
2020-03-08,8885.25000000,8886.76000000,8000.00000000,8033.31000000,77537.3151660000,33,Fear
2020-03-09,8034.76000000,8179.31000000,7632.01000000,7929.87000000,116968.8632680000,17,Extreme Fear
2020-03-10,7929.87000000,8149.00000000,7728.01000000,7894.56000000,86783.4438750000,16,Extreme Fear
2020-03-11,7894.57000000,7980.00000000,7590.00000000,7934.52000000,79942.4111720000,17,Extreme Fear
2020-03-12,7934.58000000,7966.17000000,4410.00000000,4800.00000000,261505.6086530000,14,Extreme Fear
2020-03-13,4800.01000000,5955.00000000,3782.13000000,5578.60000000,402201.6737640000,10,Extreme Fear
2020-03-14,5576.05000000,5640.52000000,5055.13000000,5172.06000000,136910.1359740000,8,Extreme Fear
2020-03-15,5172.48000000,5940.00000000,5093.10000000,5361.30000000,139916.1465340000,12,Extreme Fear
2020-03-16,5360.33000000,5365.42000000,4442.12000000,5028.97000000,227276.9227600000,9,Extreme Fear
2020-03-17,5028.86000000,5525.00000000,4921.45000000,5312.64000000,150089.9263180000,8,Extreme Fear
2020-03-18,5312.64000000,5436.17000000,5009.37000000,5393.04000000,137127.6348940000,11,Extreme Fear
2020-03-19,5393.26000000,6400.00000000,5252.53000000,6162.37000000,199020.8734390000,12,Extreme Fear
2020-03-20,6162.05000000,6900.00000000,5670.00000000,6208.36000000,219298.3295140000,9,Extreme Fear
2020-03-21,6204.57000000,6456.98000000,5860.02000000,6186.98000000,128913.6683630000,9,Extreme Fear
2020-03-22,6187.04000000,6407.87000000,5734.01000000,5816.19000000,119115.9905270000,11,Extreme Fear
2020-03-23,5816.05000000,6600.00000000,5688.00000000,6467.31000000,164674.2157850000,10,Extreme Fear
2020-03-24,6465.25000000,6833.00000000,6371.33000000,6744.72000000,151138.0098780000,12,Extreme Fear
2020-03-25,6744.69000000,6957.96000000,6450.00000000,6677.43000000,132155.7349890000,13,Extreme Fear
2020-03-26,6677.42000000,6780.00000000,6510.00000000,6737.36000000,83026.5552110000,14,Extreme Fear
2020-03-27,6737.27000000,6842.59000000,6261.00000000,6359.11000000,82914.9683540000,12,Extreme Fear
2020-03-28,6359.11000000,6360.00000000,6024.00000000,6236.65000000,93159.6934290000,8,Extreme Fear
2020-03-29,6236.65000000,6266.00000000,5866.56000000,5881.42000000,63311.6277140000,12,Extreme Fear
2020-03-30,5880.50000000,6599.00000000,5857.76000000,6394.38000000,118889.5499920000,10,Extreme Fear
2020-03-31,6394.45000000,6523.23000000,6321.40000000,6410.44000000,72337.5952590000,12,Extreme Fear
2020-04-01,6412.14000000,6679.94000000,6150.11000000,6642.92000000,97500.7524000000,12,Extreme Fear
2020-04-02,6643.36000000,7198.00000000,6551.00000000,6794.09000000,149299.9068710000,14,Extreme Fear
2020-04-03,6793.86000000,7048.00000000,6602.10000000,6734.10000000,104080.2769390000,14,Extreme Fear
2020-04-04,6732.97000000,6990.41000000,6650.01000000,6856.99000000,72990.8611390000,12,Extreme Fear
2020-04-05,6857.41000000,6895.54000000,6677.52000000,6772.78000000,49685.3569830000,12,Extreme Fear
2020-04-06,6772.78000000,7355.14000000,6765.00000000,7329.90000000,118052.0008320000,12,Extreme Fear
2020-04-07,7329.90000000,7459.69000000,7077.00000000,7197.32000000,103585.1689180000,20,Extreme Fear
2020-04-08,7197.32000000,7420.00000000,7150.00000000,7361.28000000,76059.1458380000,21,Extreme Fear
2020-04-09,7360.26000000,7371.92000000,7108.08000000,7283.54000000,61094.8724170000,22,Extreme Fear
2020-04-10,7283.54000000,7295.75000000,6739.98000000,6858.92000000,104674.6233750000,15,Extreme Fear
2020-04-11,6858.92000000,6944.30000000,6760.00000000,6876.83000000,45470.2932060000,15,Extreme Fear
2020-04-12,6876.84000000,7177.00000000,6780.00000000,6903.79000000,73868.6665010000,10,Extreme Fear
2020-04-13,6903.79000000,6903.79000000,6575.00000000,6837.91000000,96415.4765730000,11,Extreme Fear
2020-04-14,6838.04000000,6978.00000000,6754.28000000,6868.70000000,69068.6232850000,15,Extreme Fear
2020-04-15,6868.57000000,6933.00000000,6605.00000000,6621.24000000,61571.3849940000,18,Extreme Fear
2020-04-16,6621.25000000,7190.00000000,6468.27000000,7101.94000000,125009.8575390000,13,Extreme Fear
2020-04-17,7101.99000000,7148.12000000,6972.98000000,7027.55000000,54126.5097630000,15,Extreme Fear
2020-04-18,7026.78000000,7293.08000000,7014.40000000,7248.60000000,49488.5428190000,18,Extreme Fear
2020-04-19,7248.60000000,7266.15000000,7055.60000000,7120.74000000,45664.8639300000,16,Extreme Fear
2020-04-20,7121.40000000,7220.00000000,6751.00000000,6826.83000000,90149.4913700000,15,Extreme Fear
2020-04-21,6828.98000000,6940.00000000,6762.00000000,6841.37000000,60109.7108080000,17,Extreme Fear
2020-04-22,6841.36000000,7156.38000000,6818.00000000,7125.14000000,61486.3773340000,19,Extreme Fear
2020-04-23,7125.12000000,7738.00000000,7020.00000000,7482.39000000,102773.5695610000,19,Extreme Fear
2020-04-24,7483.96000000,7615.96000000,7388.00000000,7505.00000000,60182.1199390000,20,Extreme Fear
2020-04-25,7505.00000000,7705.00000000,7431.07000000,7538.67000000,43874.4277260000,24,Extreme Fear
2020-04-26,7539.03000000,7700.00000000,7480.00000000,7693.10000000,50522.6162090000,21,Extreme Fear
2020-04-27,7693.10000000,7792.02000000,7606.00000000,7774.62000000,65441.3395760000,28,Fear
2020-04-28,7773.51000000,7780.00000000,7659.12000000,7738.98000000,46302.7526380000,26,Fear
2020-04-29,7738.58000000,8952.89000000,7710.05000000,8778.57000000,183546.8875140000,26,Fear
2020-04-30,8778.58000000,9460.00000000,8401.00000000,8620.00000000,206277.2141240000,44,Fear
2020-05-01,8620.00000000,9059.18000000,8613.56000000,8826.96000000,91468.8150590000,40,Fear
2020-05-02,8825.67000000,9010.00000000,8753.00000000,8972.05000000,59002.0875500000,40,Fear
2020-05-03,8972.58000000,9200.00000000,8712.00000000,8894.16000000,90126.0656430000,45,Fear
2020-05-04,8894.15000000,8950.00000000,8522.00000000,8871.96000000,84418.5123310000,44,Fear
2020-05-05,8871.92000000,9118.58000000,8760.00000000,9021.83000000,76480.7653420000,40,Fear
2020-05-06,9021.36000000,9395.00000000,8906.21000000,9142.92000000,105925.3024200000,42,Fear
2020-05-07,9143.40000000,10067.00000000,9021.00000000,9986.40000000,147154.6113780000,49,Neutral
2020-05-08,9986.30000000,10035.96000000,9705.00000000,9800.01000000,100683.7964000000,55,Greed
2020-05-09,9800.02000000,9914.25000000,9520.00000000,9539.40000000,81950.6795670000,56,Greed
2020-05-10,9539.10000000,9574.83000000,8117.00000000,8722.77000000,183865.1820280000,48,Neutral
2020-05-11,8722.77000000,9168.00000000,8200.00000000,8561.52000000,168807.2518320000,40,Fear
2020-05-12,8562.04000000,8978.26000000,8528.78000000,8810.79000000,86522.7800660000,39,Fear
2020-05-13,8810.99000000,9398.00000000,8792.99000000,9309.37000000,92466.2740180000,41,Fear
2020-05-14,9309.35000000,9939.00000000,9256.76000000,9791.98000000,129565.3774700000,40,Fear
2020-05-15,9791.97000000,9845.62000000,9150.00000000,9316.42000000,115890.7615160000,44,Fear
2020-05-16,9315.96000000,9588.00000000,9220.00000000,9381.27000000,59587.6278620000,41,Fear
2020-05-17,9380.81000000,9888.00000000,9322.10000000,9680.04000000,68647.7643230000,40,Fear
2020-05-18,9681.11000000,9950.00000000,9464.23000000,9733.93000000,82006.6035830000,50,Neutral
2020-05-19,9733.93000000,9897.21000000,9474.00000000,9775.53000000,78539.7604540000,50,Neutral
2020-05-20,9775.13000000,9842.00000000,9326.00000000,9511.43000000,74923.7380900000,52,Neutral
2020-05-21,9511.43000000,9578.47000000,8815.00000000,9068.65000000,108928.7809690000,49,Neutral
2020-05-22,9067.51000000,9271.00000000,8933.52000000,9170.00000000,58943.1310240000,42,Fear
2020-05-23,9170.00000000,9307.85000000,9070.00000000,9179.15000000,43526.2969660000,40,Fear
2020-05-24,9179.01000000,9298.00000000,8700.00000000,8720.34000000,70379.8664500000,43,Fear
2020-05-25,8718.14000000,8979.66000000,8642.72000000,8900.35000000,62833.9109490000,41,Fear
2020-05-26,8900.35000000,9017.67000000,8700.00000000,8841.18000000,58299.7701380000,39,Fear
2020-05-27,8841.00000000,9225.00000000,8811.73000000,9204.07000000,68910.3555140000,39,Fear
2020-05-28,9204.07000000,9625.47000000,9110.00000000,9575.89000000,74110.7876620000,41,Fear
2020-05-29,9575.87000000,9605.26000000,9330.00000000,9427.07000000,57374.3629610000,48,Neutral
2020-05-30,9426.60000000,9740.00000000,9331.23000000,9697.72000000,55665.2725400000,48,Neutral
2020-05-31,9697.72000000,9700.00000000,9381.41000000,9448.27000000,48333.7864030000,51,Neutral
2020-06-01,9448.27000000,10380.00000000,9421.67000000,10200.77000000,76649.1269600000,50,Neutral
2020-06-02,10202.71000000,10228.99000000,9266.00000000,9518.04000000,108970.7731510000,56,Greed
2020-06-03,9518.02000000,9690.00000000,9365.21000000,9666.24000000,46252.6449390000,48,Neutral
2020-06-04,9666.32000000,9881.63000000,9450.00000000,9789.06000000,57456.1009690000,54,Neutral
2020-06-05,9788.14000000,9854.75000000,9581.00000000,9621.16000000,47788.0500500000,53,Neutral
2020-06-06,9621.17000000,9735.00000000,9531.05000000,9666.30000000,32752.9508930000,54,Neutral
2020-06-07,9666.85000000,9802.00000000,9372.46000000,9746.99000000,57952.8483850000,54,Neutral
2020-06-08,9746.99000000,9800.00000000,9633.00000000,9782.01000000,40664.6641250000,53,Neutral
2020-06-09,9782.00000000,9877.00000000,9570.00000000,9772.43000000,46024.0012890000,52,Neutral
2020-06-10,9772.44000000,9992.72000000,9704.18000000,9885.00000000,47130.7629820000,54,Neutral
2020-06-11,9885.22000000,9964.00000000,9113.00000000,9280.40000000,94418.9847300000,52,Neutral
2020-06-12,9278.88000000,9557.12000000,9232.51000000,9465.13000000,50119.0669320000,38,Fear
2020-06-13,9464.96000000,9494.73000000,9351.00000000,9473.34000000,27759.7848510000,38,Fear
2020-06-14,9473.34000000,9480.99000000,9245.00000000,9342.10000000,30055.5066080000,40,Fear
2020-06-15,9342.10000000,9495.00000000,8910.45000000,9426.02000000,86107.9247070000,37,Fear
2020-06-16,9426.05000000,9589.00000000,9373.09000000,9525.59000000,52052.4469270000,39,Fear
2020-06-17,9526.97000000,9565.00000000,9236.61000000,9465.14000000,48046.4111520000,38,Fear
2020-06-18,9465.13000000,9489.00000000,9280.00000000,9386.32000000,37381.9537650000,40,Fear
2020-06-19,9386.32000000,9438.30000000,9215.79000000,9310.23000000,45330.9836730000,39,Fear
2020-06-20,9310.23000000,9395.00000000,9170.95000000,9358.95000000,30329.0653840000,38,Fear
2020-06-21,9358.95000000,9422.00000000,9281.54000000,9294.69000000,24316.9262340000,37,Fear
2020-06-22,9294.69000000,9780.00000000,9277.09000000,9685.69000000,57895.4683430000,38,Fear
2020-06-23,9685.69000000,9720.00000000,9577.03000000,9624.89000000,41031.0293800000,41,Fear
2020-06-24,9624.33000000,9670.00000000,9208.00000000,9296.49000000,61571.5614640000,50,Neutral
2020-06-25,9298.33000000,9340.00000000,9009.69000000,9249.49000000,55831.6191560000,43,Fear
2020-06-26,9249.49000000,9298.00000000,9045.45000000,9162.21000000,50292.2982770000,40,Fear
2020-06-27,9162.21000000,9196.24000000,8833.00000000,9012.00000000,46290.9301130000,43,Fear
2020-06-28,9012.00000000,9191.00000000,8948.06000000,9116.35000000,30688.1764210000,40,Fear
2020-06-29,9116.16000000,9238.00000000,9024.67000000,9192.56000000,42120.2932610000,41,Fear
2020-06-30,9192.93000000,9205.00000000,9064.89000000,9138.55000000,31463.1628010000,44,Fear
2020-07-01,9138.08000000,9292.00000000,9080.10000000,9232.00000000,38488.5286990000,42,Fear
2020-07-02,9231.99000000,9261.96000000,8940.00000000,9086.54000000,45725.1680760000,42,Fear
2020-07-03,9086.54000000,9125.00000000,9037.47000000,9058.26000000,28943.4201770000,41,Fear
2020-07-04,9057.79000000,9190.00000000,9040.04000000,9135.46000000,26441.9684840000,40,Fear
2020-07-05,9135.00000000,9145.24000000,8893.03000000,9069.41000000,34073.6536270000,38,Fear
2020-07-06,9069.41000000,9375.00000000,9055.92000000,9344.20000000,54463.1322770000,40,Fear
2020-07-07,9342.47000000,9379.42000000,9203.00000000,9257.39000000,34587.3366780000,43,Fear
2020-07-08,9257.40000000,9470.00000000,9231.00000000,9436.06000000,56140.5177810000,44,Fear
2020-07-09,9436.06000000,9440.79000000,9160.00000000,9232.43000000,48044.4506450000,44,Fear
2020-07-10,9232.42000000,9317.48000000,9125.00000000,9288.34000000,38295.4940060000,41,Fear
2020-07-11,9288.34000000,9299.28000000,9178.25000000,9234.03000000,22561.3660000000,44,Fear
2020-07-12,9234.02000000,9345.00000000,9157.50000000,9302.75000000,30872.7022860000,41,Fear
2020-07-13,9303.31000000,9343.82000000,9200.89000000,9242.62000000,42740.0691150000,43,Fear
2020-07-14,9242.61000000,9279.54000000,9113.00000000,9255.85000000,45772.5525090000,43,Fear
2020-07-15,9255.85000000,9276.49000000,9160.57000000,9197.60000000,39053.5796650000,44,Fear
2020-07-16,9197.60000000,9226.15000000,9047.25000000,9133.72000000,43375.5711910000,43,Fear
2020-07-17,9133.72000000,9186.83000000,9089.81000000,9154.32000000,28054.3587410000,41,Fear
2020-07-18,9154.31000000,9219.30000000,9121.10000000,9170.28000000,22554.5414570000,44,Fear
2020-07-19,9170.30000000,9232.27000000,9101.35000000,9208.99000000,26052.0194170000,41,Fear
2020-07-20,9208.99000000,9221.52000000,9131.00000000,9160.78000000,35458.7640820000,44,Fear
2020-07-21,9160.78000000,9437.73000000,9152.80000000,9390.00000000,60413.5824860000,44,Fear
2020-07-22,9390.00000000,9544.00000000,9261.00000000,9518.16000000,48815.0041070000,50,Neutral
2020-07-23,9518.16000000,9664.00000000,9440.33000000,9603.27000000,51856.2335000000,55,Greed
2020-07-24,9603.27000000,9637.00000000,9463.44000000,9537.80000000,43931.1362050000,53,Neutral
2020-07-25,9538.10000000,9732.90000000,9513.00000000,9700.42000000,40679.5454160000,55,Greed
2020-07-26,9700.42000000,10111.00000000,9650.00000000,9931.54000000,65279.2693190000,55,Greed
2020-07-27,9931.54000000,11394.86000000,9917.21000000,11029.96000000,150188.9331440000,58,Greed
2020-07-28,11029.96000000,11242.23000000,10565.00000000,10906.27000000,97267.7341870000,76,Extreme Greed
2020-07-29,10906.27000000,11342.82000000,10812.00000000,11100.53000000,76838.0942330000,71,Greed
2020-07-30,11100.52000000,11170.00000000,10831.00000000,11099.61000000,60794.8264560000,76,Extreme Greed
2020-07-31,11099.79000000,11444.00000000,10960.00000000,11335.46000000,70063.6609740000,75,Greed
2020-08-01,11335.46000000,11861.00000000,11220.00000000,11801.17000000,85087.4851260000,75,Greed
2020-08-02,11801.17000000,12123.46000000,10518.50000000,11071.35000000,97553.0776040000,80,Extreme Greed
2020-08-03,11071.36000000,11473.00000000,10936.00000000,11219.81000000,56931.8414750000,75,Greed
2020-08-04,11219.68000000,11414.98000000,11000.00000000,11191.97000000,58629.1137090000,72,Greed
2020-08-05,11191.99000000,11780.93000000,11093.00000000,11744.91000000,74970.2568520000,75,Greed
2020-08-06,11744.91000000,11900.00000000,11562.50000000,11762.46000000,63529.0850200000,79,Extreme Greed
2020-08-07,11762.47000000,11909.94000000,11322.00000000,11594.23000000,65755.9260220000,77,Extreme Greed
2020-08-08,11594.36000000,11808.27000000,11512.00000000,11761.41000000,41858.1610400000,77,Extreme Greed
2020-08-09,11761.02000000,11797.11000000,11521.97000000,11681.68000000,41493.0673420000,79,Extreme Greed
2020-08-10,11681.69000000,12067.35000000,11450.00000000,11892.92000000,84952.3378870000,78,Extreme Greed
2020-08-11,11892.90000000,11935.00000000,11125.00000000,11392.08000000,90748.2846340000,84,Extreme Greed
2020-08-12,11392.09000000,11617.52000000,11150.00000000,11564.33000000,64909.6136440000,75,Greed
2020-08-13,11564.34000000,11792.96000000,11270.36000000,11780.00000000,70132.4915020000,75,Greed
2020-08-14,11779.77000000,11850.00000000,11634.03000000,11760.54000000,59818.8526970000,78,Extreme Greed
2020-08-15,11760.55000000,11980.00000000,11680.00000000,11852.40000000,56237.9050500000,79,Extreme Greed
2020-08-16,11852.40000000,11931.72000000,11686.00000000,11911.00000000,41368.2369060000,82,Extreme Greed
2020-08-17,11910.99000000,12468.00000000,11769.78000000,12281.13000000,84734.2115400000,83,Extreme Greed
2020-08-18,12281.15000000,12387.77000000,11817.93000000,11945.01000000,75923.8355270000,82,Extreme Greed
2020-08-19,11945.10000000,12020.08000000,11561.00000000,11754.59000000,73940.1696060000,80,Extreme Greed
2020-08-20,11754.38000000,11888.00000000,11668.00000000,11853.55000000,46085.2543510000,75,Greed
2020-08-21,11853.54000000,11878.00000000,11485.81000000,11531.34000000,64448.3061420000,81,Extreme Greed
2020-08-22,11531.23000000,11686.00000000,11376.81000000,11662.96000000,43678.7016460000,78,Extreme Greed
2020-08-23,11663.51000000,11718.07000000,11514.13000000,11648.13000000,37900.0046900000,76,Extreme Greed
2020-08-24,11648.12000000,11824.90000000,11585.09000000,11748.20000000,46212.3918670000,78,Extreme Greed
2020-08-25,11748.19000000,11767.85000000,11117.64000000,11318.42000000,69590.9232720000,75,Greed
2020-08-26,11318.42000000,11539.32000000,11244.00000000,11461.43000000,53998.2312310000,76,Extreme Greed
2020-08-27,11461.42000000,11592.20000000,11125.00000000,11330.38000000,63246.0363830000,75,Greed
2020-08-28,11330.38000000,11542.65000000,11276.89000000,11526.91000000,45953.9083650000,74,Greed
2020-08-29,11526.90000000,11580.02000000,11417.04000000,11465.84000000,32973.7992000000,79,Extreme Greed
2020-08-30,11465.84000000,11719.00000000,11458.00000000,11711.16000000,43177.8790540000,75,Greed
2020-08-31,11711.17000000,11800.77000000,11570.00000000,11649.51000000,55353.6177440000,75,Greed
2020-09-01,11649.51000000,12050.85000000,11515.00000000,11921.97000000,78148.1936680000,75,Greed
2020-09-02,11921.97000000,11954.57000000,11160.10000000,11388.54000000,87221.8456020000,83,Extreme Greed
2020-09-03,11388.54000000,11462.60000000,9960.80000000,10140.85000000,121950.1060150000,79,Extreme Greed
2020-09-04,10138.29000000,10627.05000000,9875.50000000,10446.25000000,92733.5991130000,40,Fear
2020-09-05,10446.25000000,10565.68000000,9825.00000000,10166.69000000,90001.6055680000,41,Fear
2020-09-06,10166.69000000,10347.14000000,9994.86000000,10256.20000000,56368.7888150000,41,Fear
2020-09-07,10255.89000000,10410.75000000,9875.00000000,10373.44000000,62620.2306760000,41,Fear
2020-09-08,10373.45000000,10438.00000000,9850.00000000,10126.65000000,73491.8784180000,41,Fear
2020-09-09,10126.66000000,10343.00000000,9981.01000000,10219.20000000,49347.1137760000,38,Fear
2020-09-10,10219.29000000,10483.35000000,10070.83000000,10336.87000000,58253.7537500000,38,Fear
2020-09-11,10336.86000000,10397.60000000,10200.00000000,10387.89000000,43830.2544670000,41,Fear
2020-09-12,10387.89000000,10477.97000000,10269.25000000,10440.92000000,35379.1530960000,41,Fear
2020-09-13,10440.67000000,10580.11000000,10200.00000000,10332.83000000,43837.6098650000,38,Fear
2020-09-14,10332.84000000,10750.00000000,10212.34000000,10671.77000000,67059.2913610000,39,Fear
2020-09-15,10671.77000000,10930.04000000,10606.48000000,10785.31000000,61822.4527860000,47,Neutral
2020-09-16,10785.23000000,11093.00000000,10661.22000000,10954.01000000,64991.5124400000,43,Fear
2020-09-17,10954.01000000,11045.46000000,10745.83000000,10939.99000000,55601.6145290000,48,Neutral
2020-09-18,10940.00000000,11038.03000000,10812.84000000,10933.39000000,47266.7282750000,49,Neutral
2020-09-19,10933.40000000,11179.79000000,10887.37000000,11080.65000000,38440.0368580000,48,Neutral
2020-09-20,11080.64000000,11080.64000000,10723.00000000,10920.28000000,39157.9225650000,52,Neutral
2020-09-21,10920.28000000,10988.86000000,10296.35000000,10417.22000000,70683.4311790000,48,Neutral
2020-09-22,10417.22000000,10572.71000000,10353.00000000,10529.61000000,43991.2354760000,39,Fear
2020-09-23,10529.61000000,10537.15000000,10136.82000000,10241.46000000,51876.5680790000,43,Fear
2020-09-24,10241.46000000,10795.24000000,10190.93000000,10736.32000000,57676.6194270000,39,Fear
2020-09-25,10736.33000000,10760.53000000,10556.24000000,10686.67000000,48101.1170080000,46,Fear
2020-09-26,10686.57000000,10820.94000000,10644.68000000,10728.60000000,28420.8366590000,45,Fear
2020-09-27,10728.59000000,10799.00000000,10594.82000000,10774.25000000,30549.4832530000,47,Neutral
2020-09-28,10774.26000000,10950.00000000,10626.00000000,10696.12000000,50095.2517340000,43,Fear
2020-09-29,10696.11000000,10867.54000000,10635.87000000,10840.48000000,41874.8983990000,45,Fear
2020-09-30,10840.58000000,10849.34000000,10665.13000000,10776.59000000,39596.0273220000,49,Neutral
2020-10-01,10776.59000000,10920.00000000,10437.00000000,10619.13000000,60866.3328930000,45,Fear
2020-10-02,10619.13000000,10664.64000000,10374.00000000,10570.40000000,50130.3937050000,41,Fear
2020-10-03,10570.40000000,10603.56000000,10496.46000000,10542.06000000,22298.2213410000,40,Fear
2020-10-04,10542.07000000,10696.87000000,10517.87000000,10666.63000000,23212.0015950000,42,Fear
2020-10-05,10666.62000000,10798.00000000,10615.64000000,10792.21000000,34025.7616530000,42,Fear
2020-10-06,10792.20000000,10800.00000000,10525.00000000,10599.66000000,48674.7404710000,47,Neutral
